day of year,jimbaran_clim,jimbaran_p90,nusadua_clim,nusadua_p90,sanur_clim,sanur_p90
184,29.0457878323899,29.8009025081511,28.9755636680184,29.7369670990975,28.9063933131350,29.6923217404273
185,29.0327077085592,29.7827089740384,28.9628619355608,29.7186444928569,28.8939025353127,29.6709669051632
186,29.0196890738522,29.7647735103484,28.9502434491006,29.7014186613021,28.8814089189312,29.6501282107446
187,29.0063629944292,29.7474187051096,28.9374499567725,29.6843218649587,28.8688528681419,29.6319346766318
188,28.9925847348083,29.7301929350822,28.9243102333041,29.6681283150950,28.8561965427068,29.6148378802884
189,28.9783230764324,29.7134832443730,28.9108479299266,29.6538057142688,28.8434011567429,29.5994185047765
190,28.9633680117546,29.6975477649320,28.8967527631847,29.6402573247110,28.8301838609672,29.5849023511333
191,28.9475199376699,29.6814187326739,28.8819764889400,29.6273540496826,28.8165664142381,29.5709023998630
192,28.9307230409098,29.6661284292898,28.8664453198111,29.6142572833646,28.8025308429840,29.5569669046710
193,28.9131655723277,29.6519349252024,28.8503219648518,29.6012250346522,28.7882332356602,29.5439991735643
194,28.8952164664849,29.6380639722270,28.8337634563581,29.5896766662598,28.7737369714177,29.5320637241487
195,28.8775123700481,29.6241929946407,28.8173695492909,29.5786444017964,28.7594885544186,29.5207733892625
196,28.8602103162157,29.6095478673135,28.8013682254903,29.5684508662070,28.7457755643365,29.5119346864762
197,28.8428325833508,29.5954833615211,28.7852448694483,29.5585798817296,28.7320625746152,29.5038056527415
198,28.8257897297353,29.5825801480201,28.7693050336887,29.5473540398382,28.7184981040388,29.4938056453582
199,28.8095074466788,29.5716768818517,28.7539072476096,29.5363217507639,28.7052022926562,29.4841927436090
200,28.7941077680464,29.5627091192430,28.7390912407541,29.5290314459032,28.6922479820233,29.4777411430113
201,28.7794440647205,29.5550962263538,28.7247349821442,29.5211604579802,28.6794961119722,29.4683863362958
202,28.7657622937369,29.5489026961788,28.7111733494052,29.5136120580858,28.6673345362810,29.4592250208701
203,28.7536101806312,29.5440639988069,28.6990316378541,29.5081281846569,28.6563024651687,29.4510314695297
204,28.7431570559574,29.5383865971719,28.6886267529882,29.5010314326132,28.6466590988524,29.4423218388711
205,28.7340992579407,29.5326446533203,28.6798016625111,29.4947733479161,28.6383628148747,29.4350960516161
206,28.7256658095960,29.5274833679199,28.6716936281237,29.4886442984304,28.6306757457366,29.4279992995724
207,28.7175842678859,29.5221285297025,28.6638693893861,29.4823862137333,28.6230804377321,29.4212251355571
208,28.7101365359072,29.5170962795134,28.6565815242933,29.4767087874874,28.6158143329413,29.4142574187248
209,28.7031949048416,29.5118704765074,28.6497761115887,29.4705797380017,28.6088821612134,29.4074832547096
210,28.6966203165059,29.5065156382899,28.6433822022697,29.4644506885159,28.6022990582828,29.4010316787228
211,28.6902055990255,29.5011607754615,28.6374196626416,29.4581281477405,28.5961444863036,29.3938704090734
212,28.6843849602897,29.4961285252725,28.6322016129148,29.4512249485139,28.5907211610446,29.3863220337898
213,28.6791338048655,29.4909672398721,28.6276589966398,29.4439346436531,28.5858663729108,29.3789026937177
214,28.6738571069198,29.4852898136262,28.6230917851123,29.4365152666646,28.5809482041827,29.3709672128000
215,28.6682966135047,29.4804511162543,28.6180856371093,29.4300636291504,28.5755551507531,29.3632252846995
216,28.6623406980834,29.4754833836709,28.6125081146849,29.4232894651351,28.5695500448269,29.3553543213875
217,28.6561501776977,29.4694188517909,28.6065455772220,29.4161927130914,28.5630142420133,29.3469672172300
218,28.6499738466795,29.4623220382198,28.6004903328000,29.4087088554136,28.5562258603027,29.3368381623299
219,28.6440207676522,29.4543865573022,28.5945779318481,29.4004507864675,28.5493296357183,29.3250962657313
220,28.6384791921909,29.4453542770878,28.5888972969405,29.3912250149635,28.5423832739012,29.3123220874417
221,28.6333860123623,29.4359994703724,28.5833812632789,29.3813540674025,28.5352817708976,29.2989672507009
222,28.6289039386637,29.4263220756285,28.5779815851013,29.3696766884096,28.5279560702581,29.2850317555089
223,28.6249733732615,29.4165801017515,28.5728184028173,29.3585799063406,28.5204553614050,29.2703865666543
224,28.6215044473950,29.4064510222404,28.5678453630378,29.3454831400225,28.5128960000026,29.2546446400304
225,28.6184120235961,29.3952897225657,28.5631192257587,29.3312250814130,28.5053971817180,29.2381930197439
226,28.6156516408483,29.3849671517649,28.5586863432868,29.3162573291409,28.4981764834083,29.2212252586119
227,28.6132791127808,29.3750961426766,28.5545325264350,29.3011605785739,28.4911743077816,29.2036123214229
228,28.6113370076765,29.3651606159825,28.5508100780111,29.2861928632182,28.4846243119919,29.1856768577330
229,28.6095585576318,29.3549025627875,28.5473212878240,29.2727090158770,28.4784252775526,29.1709671758836
230,28.6077545665091,29.3432897014003,28.5438447944512,29.2590961333244,28.4724617931816,29.1554832827660
231,28.6054198774165,29.3303219702936,28.5400163953458,29.2436767947289,28.4663923583095,29.1372897117369
232,28.6025942229647,29.3166445455244,28.5359590678530,29.2298703593592,28.4604033315974,29.1228380756993
233,28.5993362524552,29.3018703460693,28.5316453797850,29.2156768183554,28.4545249839727,29.1087735452960
234,28.5952883853828,29.2863864898682,28.5266572055342,29.2002574797600,28.4485397411040,29.0949025677096
235,28.5904752177216,29.2712896777738,28.5209425158560,29.1863219845680,28.4422877314142,29.0819992926813
236,28.5849743196139,29.2564509730185,28.5144757684093,29.1709026459725,28.4355627290348,29.0689025017523
237,28.5788102854100,29.2409671168174,28.5072389907050,29.1549026489258,28.4281859428111,29.0552895945887
238,28.5719717639407,29.2251606725877,28.4994374606210,29.1392252399075,28.4204780622639,29.0416766874252
239,28.5646488986125,29.2095477811752,28.4912007773636,29.1241284893405,28.4125261170536,29.0295476605815
240,28.5568407441413,29.1949026538480,28.4824882639401,29.1108382071218,28.4042865909067,29.0192250897807
241,28.5485444608852,29.1810317377890,28.4733320843721,29.0990317929176,28.3957301594430,29.0104508799891
242,28.5398953257102,29.1678059362596,28.4636669651516,29.0880640460599,28.3867489814127,29.0037412335796
243,28.5308290111140,29.1554188020768,28.4535184473563,29.0775479224420,28.3773894098441,28.9969025519586
244,28.5217929683473,29.1441284671906,28.4435392597542,29.0683866439327,28.3682767404151,28.9907735024729
245,28.5129357167353,29.1341930020240,28.4340141447228,29.0608382686492,28.3596834163433,28.9861283579180
246,28.5042506338756,29.1260639436783,28.4250235113242,29.0534189285770,28.3516728189447,28.9838703032463
247,28.4958323183782,29.1187090596845,28.4166941209273,29.0466447030344,28.3444483349874,28.9819348366030
248,28.4877744235691,29.1138058200959,28.4091603024073,29.0421285936909,28.3381518619354,28.9803219579881
249,28.4799596470562,29.1096122987809,28.4021288016787,29.0392253629623,28.3322962177317,28.9793542308192
250,28.4722782544952,29.1039993901407,28.3955551571837,29.0359995811216,28.3269201884397,28.9801283805601
251,28.4648957918748,29.0992252103744,28.3895604546164,29.0337415018389,28.3221533741679,28.9822574000205
252,28.4577838808211,29.0952251803490,28.3841078004665,29.0321285986131,28.3180544251198,28.9851606307491
253,28.4513303747512,29.0942574162637,28.3796768096456,29.0329672659597,28.3150897112218,28.9894186696699
254,28.4453129684020,29.0939993458409,28.3758682764847,29.0340640037291,28.3128704332311,28.9950960959158
255,28.4391555566006,29.0941283810523,28.3720493377997,29.0371607257474,28.3107807562509,29.0018702599310
256,28.4324627171604,29.0945799796812,28.3677242963973,29.0408381431333,28.3082937656136,29.0084508711292
257,28.4250121440965,29.0936122155959,28.3624807046903,29.0447091379473,28.3048636279757,29.0147734734320
258,28.4168596497751,29.0928380658550,28.3564074843510,29.0477413423600,28.3005821039295,29.0209025229177
259,28.4078557699476,29.0921929513254,28.3493390890296,29.0511606524068,28.2952524292899,29.0275476517216
260,28.3982057821310,29.0915477752686,28.3415337716740,29.0539348479240,28.2892009674482,29.0339992646248
261,28.3877564378723,29.0905800111832,28.3328647718176,29.0553541737218,28.2822744704930,29.0389669972081
262,28.3766912583562,29.0889670710410,28.3235430439152,29.0551606209047,28.2746895687344,29.0428379920221
263,28.3651710609852,29.0870315797867,28.3136962951611,29.0544509272422,28.2665512668479,29.0460638107792
264,28.3532639567442,29.0847735251150,28.3034333124505,29.0534831631568,28.2578434830932,29.0489670415078
265,28.3411373827318,29.0807090390113,28.2929489697608,29.0515476965135,28.2486333815470,29.0515476842080
266,28.3289001283690,29.0765800353019,28.2822858355555,29.0499993355044,28.2389748825638,29.0544509149367
267,28.3167385524973,29.0729671355217,28.2716567561209,29.0499348178987,28.2290855637225,29.0570315822478
268,28.3050414550813,29.0705800456385,28.2616416186689,29.0504509587442,28.2197004548649,29.0601283657935
269,28.2942799371595,29.0688381318123,28.2525743584276,29.0499993355043,28.2111024047329,29.0622573852539
270,28.2846176527090,29.0669026651690,28.2446914705690,29.0504509587442,28.2036414274079,29.0645154399257
271,28.2760394665367,29.0657413851830,28.2380430917845,29.0510960978846,28.1974376647432,29.0654831424836
272,28.2687771443262,29.0672897461922,28.2327588211000,29.0518057669363,28.1926774739565,29.0665154241746
273,28.2627294666888,29.0697413782920,28.2288528487852,29.0543864096365,28.1893561248375,29.0680637851838
274,28.2573316798013,29.0724510562035,28.2256979885937,29.0587089661629,28.1867783185313,29.0712895793300
275,28.2519736237202,29.0752897693265,28.2226131312185,29.0632251001173,28.1844114661386,29.0748379861155
276,28.2469154457509,29.0786445617676,28.2197600393464,29.0688380087576,28.1822952990071,29.0796766834874
277,28.2423453962055,29.0805800530218,28.2173950757178,29.0752895847444,28.1807533439540,29.0828379846388
278,28.2386428148087,29.0823865459811,28.2158228477526,29.0823863983154,28.1800845320026,29.0874831291937
279,28.2355693136549,29.0833543100665,28.2147453704335,29.0872250956874,28.1800031767540,29.0922573089600
280,28.2329120450141,29.0847736358643,28.2139649306822,29.0906444672615,28.1803730567800,29.0965798900973
281,28.2306010064311,29.0884510532502,28.2132999013111,29.0951606012160,28.1809236197922,29.1002573320943
282,28.2285236264457,29.0925155762703,28.2126310886379,29.0996767351704,28.1814770197397,29.1041283269082
283,28.2269268082801,29.0951607365762,28.2121760695200,29.1041928691249,28.1821183966165,29.1079993217222
284,28.2256109466639,29.0951607365762,28.2116321278277,29.1083864519673,28.1825554408996,29.1118703165362
285,28.2251341726570,29.0949671837591,28.2117787549606,29.1127735876268,28.1836518363530,29.1157413113502
286,28.2260281300547,29.0978704144878,28.2131504318299,29.1181929803664,28.1859363871304,29.1196123061642
287,28.2282436267282,29.1026446188650,28.2157821604752,29.1243219929357,28.1895462626507,29.1244510650635
288,28.2315375443811,29.1093543268019,28.2194923111827,29.1312897097680,28.1942411826356,29.1302575265208
289,28.2356913621351,29.1179994398548,28.2240652000089,29.1401929547710,28.1997770831439,29.1367091640349
290,28.2409245466940,29.1307091005387,28.2297458359990,29.1510317033337,28.2064254601240,29.1466446661180
291,28.2475502209749,29.1445800781250,28.2368038257963,29.1653542795489,28.2143641599879,29.1582575521161
292,28.2557046056843,29.1594188197967,28.2453971478833,29.1808381972774,28.2237710278845,29.1721285297025
293,28.2654832452578,29.1749027375252,28.2556043184082,29.1970317471412,28.2347444459062,29.1869026922410
294,28.2761454320137,29.1907092063658,28.2667650409165,29.2133543322163,28.2467007408326,29.2025155836536
295,28.2877876587390,29.2076124252812,28.2789918875900,29.2312253398280,28.2597941085661,29.2197414152084
296,28.3002084312190,29.2281930492770,28.2920114686638,29.2499350147863,28.2737199422280,29.2376124228201
297,28.3129375942405,29.2479349813154,28.3053962004556,29.2675478904478,28.2881045792121,29.2543866311350
298,28.3259893387948,29.2667091738793,28.3192454110639,29.2843865917575,28.3031816759507,29.2709672251055
299,28.3394185319640,29.2841284967238,28.3334039587610,29.2999994831700,28.3186286521741,29.2859994580669
300,28.3529451610394,29.3009671611171,28.3476835917912,29.3161285154281,28.3342260397345,29.3014833142680
301,28.3662211044928,29.3166445455243,28.3617172690487,29.3311607483895,28.3494847663675,29.3155478077550
302,28.3784782220936,29.3296767573203,28.3747576631556,29.3434833649666,28.3637275048049,29.3286445740730
303,28.3897373266945,29.3390961185578,28.3867499064885,29.3538704779840,28.3768322237076,29.3398058122204
304,28.4001072057317,29.3469670818698,28.3976050770144,29.3616124060846,28.3886399982262,29.3488380678238
305,28.4103068087503,29.3536122722010,28.4080477979684,29.3667736914850,28.3999142380201,29.3553541860273
306,28.4203891102790,29.3591606632356,28.4182578083154,29.3707736599830,28.4109368458251,29.3606445066390
307,28.4301100447527,29.3632252108666,28.4279342839378,29.3725155738092,28.4215006522927,29.3629025613108
308,28.4394450185428,29.3661929592009,28.4369145136166,29.3721929857808,28.4311941534960,29.3639348183909
309,28.4480033387706,29.3685155314784,28.4447264522920,29.3705800456385,28.4393589446317,29.3629670912220
310,28.4559600129280,29.3703219875213,28.4515545669742,29.3689671054963,28.4462447649550,29.3604509661275
311,28.4634758593197,29.3716123396350,28.4576325166215,29.3678057885939,28.4521571675309,29.3579348410329
312,28.4709614346037,29.3734187956779,28.4634891061095,29.3671606125370,28.4577630712163,29.3554187159384
313,28.4784460646034,29.3756123573549,28.4693021798650,29.3665154364801,28.4633632994073,29.3523219323927
314,28.4854633775884,29.3793543169575,28.4747576713111,29.3660638132403,28.4687081115855,29.3482573847617
315,28.4918430977203,29.3847091551750,28.4798432825507,29.3656121900005,28.4737719661318,29.3446444603705
316,28.4973194023798,29.3907091694493,28.4840415602386,29.3654186371834,28.4778368613113,29.3410315359792
317,28.5016586335106,29.3939349882064,28.4870620868637,29.3639992744692,28.4804884568033,29.3371605411653
318,28.5051531026203,29.3961930428782,28.4892510924837,29.3619347726145,28.4820616293310,29.3326443702944
319,28.5083316127801,29.3979994743101,28.4911894126620,29.3593541299143,28.4832639756463,29.3281281994235
320,28.5114457957984,29.3985156151556,28.4932242231014,29.3565799343971,28.4845297025558,29.3238055813697
321,28.5142676701959,29.3952897963985,28.4951890303637,29.3519992705314,28.4857074534382,29.3164507219868
322,28.5161530189128,29.3909026607390,28.4964604309633,29.3450960343884,28.4862277442601,29.3085152410692
323,28.5170450839377,29.3859994211505,28.4967792252247,29.3379992208173,28.4857358309102,29.3003216897288
324,28.5171794153390,29.3819348735194,28.4962712286910,29.3318056537259,28.4842591482828,29.2923216912054
325,28.5168558908675,29.3766445529076,28.4951880738927,29.3254830514231,28.4820606802577,29.2843862102878
326,28.5157292257498,29.3689025878906,28.4932185326312,29.3179346146122,28.4789058225922,29.2745797188051
327,28.5135335982686,29.3589671227240,28.4902954393863,29.3096765456661,28.4748711990618,29.2641280512656
328,28.5104723946508,29.3490961382466,28.4866155579823,29.3009668534802,28.4701526285673,29.2543216213103
329,28.5069448194828,29.3395477171867,28.4824607927789,29.2922571612943,28.4648607920004,29.2451603674120
330,28.5023388220722,29.3305154369723,28.4774139652572,29.2840636099538,28.4587894647555,29.2369022984659
331,28.4967244064985,29.3220638152092,28.4713870975854,29.2764507170646,28.4518894554256,29.2294829583937
332,28.4901290051297,29.3145799575313,28.4643205942759,29.2687087889641,28.4441248157845,29.2212248894476
333,28.4835014408217,29.3069025470364,28.4570516505651,29.2612893873645,28.4362050356787,29.2121926707606
334,28.4764018307322,29.2983864322785,28.4492718757310,29.2537409874701,28.4278642933908,29.2026443112281
335,28.4687090879041,29.2893541520642,28.4410030280909,29.2461926121865,28.4191867802026,29.1925152563280
336,28.4600836043213,29.2801283190327,28.4319064440108,29.2369023230768,28.4098054548276,29.1819991327101
337,28.4505234870698,29.2694186425978,28.4217844118561,29.2270958931215,28.3993627351366,29.1707087978240
338,28.4403314526401,29.2582573429231,28.4108942401927,29.2159991479689,28.3880307900625,29.1581281723515
339,28.4297988636470,29.2467734552199,28.3995433748191,29.2038701457362,28.3761322002359,29.1453539571454
340,28.4185690848697,29.2338057241132,28.3875416719680,29.1909669322352,28.3636243968325,29.1314830041701
341,28.4069363162191,29.2202573345553,28.3751199518582,29.1775475778887,28.3506246811619,29.1182572026407
342,28.3949204220157,29.2063218393633,28.3624002472724,29.1627733907392,28.3372881949517,29.1046442954771
343,28.3820275994238,29.1911605096632,28.3489152408348,29.1455476207118,28.3230577536895,29.0875474991337
344,28.3682578489848,29.1741927485312,28.3345372249902,29.1272895689933,28.3077507818358,29.0699991410778
345,28.3539536163717,29.1563217409195,28.3195849967064,29.1080637531896,28.2917305373749,29.0534185471073
346,28.3394091042019,29.1370959620322,28.3043224849670,29.0890314902029,28.2753877122832,29.0365153404974
347,28.3247699941437,29.1169024436705,28.2890032144947,29.0695476039763,28.2591025919306,29.0197411690989
348,28.3101819676850,29.0969024535148,28.2738296258710,29.0501927529612,28.2431126180361,29.0037411720522
349,28.2956885387539,29.0773540496826,28.2588452341067,29.0309669371574,28.2274830644691,28.9881282806396
350,28.2813303863277,29.0584508219073,28.2441200421984,29.0125798502276,28.2123482608263,28.9724508716214
351,28.2671595383881,29.0399346997661,28.2295660735778,28.9941927632978,28.1975454978737,28.9569670154202
352,28.2527704328748,29.0217411656533,28.2145814150993,28.9762895584106,28.1823186556179,28.9414509004162
353,28.2387865942256,29.0044508780203,28.1998326304529,28.9584831299320,28.1673628461563,28.9256444561866
354,28.2256467285355,28.9879347647390,28.1858120568240,28.9418057164838,28.1532083721444,28.9107089996338
355,28.2131402119847,28.9709025106122,28.1724214873761,28.9255476490144,28.1398314770696,28.8960638723066
356,28.2014409733603,28.9550960048552,28.1597818985398,28.9095799107705,28.1271994543146,28.8811284157538
357,28.1904855285494,28.9415476152974,28.1478151971870,28.8939025017523,28.1151466684053,28.8669349116664
358,28.1808251366521,28.9288378930861,28.1370328682170,28.8792573128977,28.1041477094860,28.8533865836359
359,28.1728221096467,28.9176120758057,28.1278908760318,28.8669992754536,28.0947171928843,28.8404833701349
360,28.1658681796016,28.9068378817651,28.1198528478889,28.8556444475728,28.0863915859699,28.8277737094510
361,28.1593399430313,28.8961927229358,28.1121676711236,28.8446121831094,28.0782722036610,28.8153866367955
362,28.1529857672251,28.8856765993180,28.1046433123022,28.8331928130119,28.0701689029120,28.8021608352661
363,28.1465369929893,28.8750314404888,28.0971066546818,28.8219024781258,28.0619520836143,28.7896447273993
364,28.1397325280950,28.8659991971908,28.0893410683130,28.8115799073250,28.0534003854282,28.7783543925132
365,28.1326054825699,28.8572249873992,28.0814808845972,28.8017734404533,28.0447276002849,28.7677092336839
366,28.1256903378666,28.8490314360588,28.0739858503363,28.7924185722105,28.0363717195563,28.7580318389400